review,rating
"Bass is good ! The over-all experience is good ! If you're already using bass based headphones you won't feel any upgrading , but if you're using normal headphones and upgrading into it you'll be surprised

the part which i mentioned in image it gets loose after 6 months in which you can't claim warranty also so use wisley in that part !",4.0 out of 5 stars
"As always Mi products good quality pocket friendly. A big 4 star for this one and i Highly recommend it I left one star out coz i can still feel the presence of sound distortion. But it's okay for day to day usage.
Review after one month of usage.",4.0 out of 5 stars
The earphones are good nd are working properly. As for sound the experience is good for the price. I got it for 599 nd it worth that above 599 one can choose a better option. The build quality is also good nd note that the whole cable is not braded so chances are there for damage.,4.0 out of 5 stars
"The speaker is good. Cable is decent in the segment, totaly product is good.",4.0 out of 5 stars
For this price sound is ok. Bass is too high that interfere with the mid range sound. for 600 rs I don't expect much. All I can say that I will not buy it again if this one defects. Maybe I will try beyerdynamic headphones in future.,3.0 out of 5 stars
Bgmi game ke liye nahi hai headfone,2.0 out of 5 stars
"Everything good but the cable gets tangeld every now and then, bloody annoying af",3.0 out of 5 stars
" It justifies its cost. I use it for gaming and song listening...
Noise-canceling has to improve.
Build quality is good.
L shape plug 3.5mm jack is comfortable when I am playing games.",5.0 out of 5 stars
"- Bass is not clear and treble hit is quite high. Leads to unpleasant music, noise and headache after usage of 5-6 minutes. Not good for music lovers at all.
- Quite crisp vocals. Good for online meetings or group conversation.
- Build quality is good.
- Not sure about noise cancellation. But seems to be working around 40-50%.
- Not worthy on price INR 799/-. One can get same sound quality in INR 200-300/- earphones from the local market.

Summarise: Overall a BIG NO.",3.0 out of 5 stars
Good value for money.,4.0 out of 5 stars
Build quality is good and the magnet in the earphones worked properly dual driver sound quality is good Basss is nice over all experience is good the high frequency and mid frequency and low frequency good. The tangle free wire build quality is nice overall Mi do a good job,4.0 out of 5 stars
After some days it is not working,1.0 out of 5 stars
very good sound quality and build quality,5.0 out of 5 stars
"Build quality is fine and it is also comfortable.
They have given too much importance to bass to the point where other frequencies are muffled. The sound is not sharp anywhere at all and it changes sound signature too much, so it is 3 stars for me :(
If your phone/computer has an equalizer use the treble boost setting and it sounds a bit better. Otherwise, I have no issues with the build quality and the magnetic thingy on the earpiece is helpful during storage.",3.0 out of 5 stars
"Advantages :-
1. Good and Clear sound quality
2. It looks premium
3. Solid built quality and overall value for money

Disadvantages:-
1. Their sound quality is just like the realme buds 2 which you can get for 599₹
2. Due to their metal body , sometimes they hurt in the ears !

👉I have tried both realme buds 2 and mi dual driver... their is not a big difference in both in terms of sound quality but if you are looking for a premium and solid look then go for mi dual driver earphones!",4.0 out of 5 stars
Nice one according to prize,3.0 out of 5 stars
"Best quality
Best bass
Clear sound",4.0 out of 5 stars
"This headphone's sound quality is very good but build quality, near of the speaker wair is very bad quality",5.0 out of 5 stars
Quality wise super,5.0 out of 5 stars
"The sound quality of the earphones are good. But one problem I faced was with its Google Assistant. I don't know whether the sensors are faulty or feather touch, because if there is a slightest movement that I make, it opens Google Assistant. While gaming, this is very irritating.",3.0 out of 5 stars
"Good bass and treble , balanced sound",4.0 out of 5 stars
"Sound quality is good for this price range.
But the dual driver's marketing gimmick was totally 🤢. Bass quality is perfect. Using it for three months satisfaction was good sound quality was still there.
Bought this on may 2020 Good build quality only on the braided cable. Ordinary wire getting worn out after 1.5years and left side of the earphone got some reduction in the volume as in the bass too. But got for Rs. 700 worth the buy may be it'll last 2years.
Total score: 4/5",4.0 out of 5 stars
Good product,4.0 out of 5 stars
Iliked,5.0 out of 5 stars
"The build quality was really good, it feels stirdy. The ear tips are metallic so they're a bit heavy, but not too much to cause inconvenience. The sound is well balanced, being a dual driver you can differentiate the highs and lows quite well. The thumping bass is slightly missing but overall sound quality is really good. Moreover there's no distortion at higher volumes so yeah that's a plus point. Also the magnetic tips is a good touch. All being said, if you're looking for a good pair of earphones under 1000 you definitely give it a thought.",4.0 out of 5 stars
"Sorry I'm changing my opinion boat ,ant audio n realms buds 2 hear after .....

First....Realms buds 2 good but when u increase volume u fee distribment

And this earphones have more balanced ,clear sound really this is best for every music lover

Bass: base have but balenced bass that bass feel like very smooth ....

So u can buy this order blindly

Next ...Ant audio ....Very irritating volume have in this ear phone really bass have punchy but worrest sound output ....

N boat best for bass lovers no one earphones beat to this earphone

But u continusly listening music u get feel irritating n pain full also same ant audio but bass superb

Finally mi duel driver ......

This is for who one feel music who one want original music ...Totally music lovers must n should buy it

King of music this earphone ...Bass vocals mids total have very very balanced really very good addicted earphones",5.0 out of 5 stars
